pop1,pos,pp
0.4,94,0.9999896691293361
0.4,95,0.9999744558948699
0.4,96,0.997260556931562
0.4,97,0.9750658639806554
0.4,98,0.8161078081447544
0.4,99,0.0007711297523889562
0.4,100,0.0011010486404020854
0.4,101,0.0018408343525500657
0.4,102,0.0033140385263713194
0.4,103,0.5239231487085406
0.4,104,0.6242917752031716
0.4,105,0.6386461406890714
0.4,106,0.6341632916323702
0.4,107,0.6396975587696229
0.4,108,0.6398904136997555
0.4,109,0.6372675031951033
0.4,110,0.6281704704357945
0.4,111,0.6309731930581637
0.4,112,0.6348101921197639
0.4,113,0.6388764698384644
0.4,114,0.6349352463599405
0.4,115,0.6270160012228965
0.4,116,0.6272524054472612
0.4,117,0.631037083246454
0.4,118,0.6376629061973876
0.4,119,0.6353896188427852
0.4,120,0.6271450008561376
0.4,121,0.6281523350968905
0.4,122,0.6276526169576306
0.4,123,0.6272537072156376
0.4,124,0.7178092391689586
0.4,125,0.7213937716004359
0.4,126,0.7160525358831609
0.4,127,0.7051185493552291
0.4,128,0.63726196768638
0.4,129,0.6343207637207459
0.4,130,0.6305962307638419
0.4,131,0.5968142321996037
0.4,132,0.41973617295581533
0.4,133,0.016778371738076805
0.4,134,0.05878083971638532
0.4,135,0.11369045647865542
0.4,136,0.055436515171469754
0.4,137,0.016379158480179526
0.4,138,0.043863648475719476
0.4,139,0.07878186155469671
0.4,140,0.008910228269260486
0.4,141,0.05860164414614983
0.4,142,0.15741518101465746
0.4,143,0.061060482186591436
0.4,144,0.008821543632175126
0.4,145,0.010393238252111955
0.4,146,0.0014107044135732274
0.4,147,0.0023476439884964383
0.6,0,0.003906256016740447
0.6,1,0.007128518176653854
0.6,2,0.025141941699488482
0.6,3,0.028807480810172818
0.6,4,0.02545566726627502
0.6,5,0.014785649405532396
0.6,6,0.1460161516031221
0.6,7,0.091102733777002
0.6,8,0.0632837421557172
0.6,9,0.08273459927290107
0.6,10,0.036615646848813535
0.6,11,0.0012525485389764063
0.6,12,0.0929132073939506
0.6,13,0.1015004308972659
0.6,14,0.14441826893584747
0.6,15,0.17912327772764355
0.6,16,0.19828382890786828
0.6,17,0.6239284084048019
0.6,18,0.9967042651786673
0.6,19,0.9938006455941191
0.6,20,0.7644576797145928
0.6,21,0.6538285409926159
0.6,22,0.19271823096288693
0.6,23,0.16891767012597042
0.6,24,0.0012171691042188143
0.6,25,0.482892455844259
0.6,26,0.9410890973973074
0.6,27,0.9363845343551779
0.6,28,0.7093054686724888
0.6,29,0.0037413921315439438
0.6,30,0.16525311282611055
0.6,31,0.07112655412591139
0.6,32,0.3236355930510339
0.6,33,0.26297050136074934
0.6,34,0.049000860345978794
0.6,35,0.6512975969171023
0.6,36,0.7684168224749356
0.6,37,0.7825232078319113
0.6,38,0.6705230824392234
0.6,39,0.8176141338640647
0.6,40,0.8183138650292844
0.6,41,0.7630896023998853
0.6,42,0.6083044131066758
0.6,43,0.6071754492775482
0.6,44,0.6100218871580707
0.6,45,0.6105543757611126
0.6,46,0.6085862670942604
0.6,47,0.6048785363647258
0.6,48,0.6065285780630474
0.6,49,0.6070874753135653
0.6,50,0.6254634946408918
0.6,51,0.6246075909299025
0.6,52,0.6059961206042709
0.6,53,0.606344923485833
0.6,54,0.606800885472552
0.6,55,0.6067325632798068
0.6,56,0.6114369856761401
0.6,57,0.6144321158565887
0.6,58,0.6105223834440807
0.6,59,0.6150111159400913
0.6,60,0.6199824606122907
0.6,61,0.6146430257235311
0.6,62,0.6109972636295673
0.6,63,0.5812189341108233
0.6,64,0.40425858888137817
0.6,65,0.002917177011548692
0.6,66,0.008190815609871678
0.6,67,0.0036910508307564987
0.6,68,0.003164656231871876
0.6,69,0.6647414161730103
0.6,70,0.9553652012778061
0.6,71,0.9999216717162173
0.6,72,0.9999831563817365
0.6,73,0.9992561763333093
0.6,74,0.9980797482772598
0.6,75,0.9989512652010374
0.6,76,0.9993780042536126
0.6,77,0.9999507499563992
0.6,78,0.9990290988073321
0.6,79,0.9988557341488848
0.6,80,0.9999489659457239
0.6,81,0.9995714254880863
0.6,82,0.9999658274656412
0.6,83,0.9996903480028605
0.6,84,0.9999512317610502
0.6,85,0.9990242580146486
0.6,86,0.9988490171322375
0.6,87,0.9999575540462824
0.6,88,0.9992713824473145
0.6,89,0.9988458693936786
0.6,90,0.9999509278172017
0.6,91,0.999566920620493
0.6,92,0.9999763062758046
0.6,93,0.9999896551424896
0.6,94,0.9999895865214001
0.6,95,0.9999697058074543
0.6,96,0.9963327808597287
0.6,97,0.9728241069955716
0.6,98,0.8124984416864502
0.6,99,0.001246537405138167
0.6,100,0.0017850414771156916
0.6,101,0.0028208061105564064
0.6,102,0.004621425506923644
0.6,103,0.3360098335882935
0.6,104,0.40084419778726693
0.6,105,0.41156615066896535
0.6,106,0.40500228942653704
0.6,107,0.4119201288184457
0.6,108,0.41222437333627193
0.6,109,0.4088017832063287
0.6,110,0.39636872779030474
0.6,111,0.4006307446257176
0.6,112,0.40732058233377877
0.6,113,0.4137371741548181
0.6,114,0.407186680399057
0.6,115,0.39524043956293625
0.6,116,0.39559973316304364
0.6,117,0.4010126060311211
0.6,118,0.41162621344449923
0.6,119,0.4079860984425812
0.6,120,0.39533147316403733
0.6,121,0.3967500302259792
0.6,122,0.39663886313078545
0.6,123,0.3960361473780169
0.6,124,0.5401368301450178
0.6,125,0.5463450846835443
0.6,126,0.538221799077503
0.6,127,0.5214329238474213
0.6,128,0.41207505599326866
0.6,129,0.40695663271128435
0.6,130,0.40127187448021384
0.6,131,0.37628271828269405
0.6,132,0.26260318339180233
0.6,133,0.018942915282583992
0.6,134,0.06342777333565444
0.6,135,0.12290982812131378
0.6,136,0.06649346755631577
0.6,137,0.01679712854902737
0.6,138,0.04927766395569667
0.6,139,0.08372006184095865
0.6,140,0.009098926198188037
0.6,141,0.05759048151128564
0.6,142,0.15520058699553113
0.6,143,0.0589959107117276
0.6,144,0.009101435869773676
0.6,145,0.01065952167025682
0.6,146,0.0013468508212711489
0.6,147,0.002312311842716308
0.8,0,0.005502890188501515
0.8,1,0.019890661492478763
0.8,2,0.024684579904696823
0.8,3,0.026929504779665527
0.8,4,0.023319224798365342
0.8,5,0.022178228161737694
0.8,6,0.1771055415589321
0.8,7,0.1137169977492911
0.8,8,0.03613778762957154
0.8,9,0.0669542509732217
0.8,10,0.06684889728819368
0.8,11,0.0015912563993195031
0.8,12,0.09221717651446192
0.8,13,0.08388498950401271
0.8,14,0.1776002845604081
0.8,15,0.2766887407120528
0.8,16,0.24547841977196025
0.8,17,0.535963877665134
0.8,18,0.989888095563666
0.8,19,0.9652046346563619
0.8,20,0.8436411744018152
0.8,21,0.5953223758073283
0.8,22,0.08692160919110736
0.8,23,0.07824801676156552
0.8,24,0.0018233694288311139
0.8,25,0.524972907750779
0.8,26,0.9225256966461315
0.8,27,0.9436718381240173
0.8,28,0.8154786912606918
0.8,29,0.008653158981451293
0.8,30,0.09096694778957903
0.8,31,0.10531332894368203
0.8,32,0.22516321790559643
0.8,33,0.15060379701328963
0.8,34,0.0375584127742046
0.8,35,0.7420565357853435
0.8,36,0.831271255783467
0.8,37,0.8938079574321358
0.8,38,0.8521021837655518
0.8,39,0.9168558361295206
0.8,40,0.9174504839770106
0.8,41,0.8848059270657432
0.8,42,0.8096285798662007
0.8,43,0.8087858144652685
0.8,44,0.8095604334335698
0.8,45,0.8100765673723984
0.8,46,0.8095386399114763
0.8,47,0.8051718963577134
0.8,48,0.8041186008734514
0.8,49,0.8085215760834202
0.8,50,0.8252559359102085
0.8,51,0.824330021819026
0.8,52,0.8068159229172849
0.8,53,0.8072692961189238
0.8,54,0.8054561073826092
0.8,55,0.8037993834768371
0.8,56,0.811186477435416
0.8,57,0.812239547286377
0.8,58,0.8047893293162658
0.8,59,0.811121577882056
0.8,60,0.8176421782500101
0.8,61,0.8154190534647501
0.8,62,0.8121076153569066
0.8,63,0.7332383824954654
0.8,64,0.5015513022386229
0.8,65,0.0016883369183688967
0.8,66,0.0026755144932441434
0.8,67,0.0013750459252122149
0.8,68,0.0010810628886430572
0.8,69,0.6299327008583335
0.8,70,0.9058191239242542
0.8,71,0.9999045501230419
0.8,72,0.9999859689361851
0.8,73,0.9994269460414644
0.8,74,0.9983811774458669
0.8,75,0.9964746830656721
0.8,76,0.999465912300637
0.8,77,0.9999518376805621
0.8,78,0.9962213736807567
0.8,79,0.9977921816638031
0.8,80,0.9999472386474186
0.8,81,0.9994513439880778
0.8,82,0.9999688907633237
0.8,83,0.9997371153883551
0.8,84,0.9999476053154499
0.8,85,0.9963329338237319
0.8,86,0.997945123701631
0.8,87,0.999958378821189
0.8,88,0.9994161814907789
0.8,89,0.9990664254831431
0.8,90,0.9999566787311969
0.8,91,0.9994316393274187
0.8,92,0.9999785163033776
0.8,93,0.9999907093678887
0.8,94,0.9999903344077168
0.8,95,0.9999750060615898
0.8,96,0.9970127980903839
0.8,97,0.9280409826516577
0.8,98,0.8012710918906887
0.8,99,0.002277406622095756
0.8,100,0.003823843696322048
0.8,101,0.0051024354306779575
0.8,102,0.007777392075686408
0.8,103,0.14745573774237922
0.8,104,0.18583078458839983
0.8,105,0.20470593358723502
0.8,106,0.20285506279841728
0.8,107,0.20481951867044154
0.8,108,0.20564577329289302
0.8,109,0.20339024098052927
0.8,110,0.19426590792039644
0.8,111,0.19850839379957652
0.8,112,0.20993017111679585
0.8,113,0.22155754419299967
0.8,114,0.2112460308026237
0.8,115,0.1936845958508157
0.8,116,0.19451385973014443
0.8,117,0.2003396945895314
0.8,118,0.2144618090852065
0.8,119,0.21122589581256207
0.8,120,0.19453147470893767
0.8,121,0.19799692359253984
0.8,122,0.19611790259874767
0.8,123,0.1954359444984296
0.8,124,0.4488565915431969
0.8,125,0.46845104204807114
0.8,126,0.44117334706277817
0.8,127,0.3908192184674726
0.8,128,0.23583421417940886
0.8,129,0.21782527806077626
0.8,130,0.20980470555471029
0.8,131,0.17552576492762995
0.8,132,0.13097002069371946
0.8,133,0.04069356959927042
0.8,134,0.05488189881013684
0.8,135,0.1066136964635572
0.8,136,0.07428296144683004
0.8,137,0.036872883305080366
0.8,138,0.04462109805486437
0.8,139,0.11115248046223311
0.8,140,0.007683346534679499
0.8,141,0.06428159608374437
0.8,142,0.21893397119147137
0.8,143,0.06883869033827998
0.8,144,0.013591451540272134
0.8,145,0.016753183960623454
0.8,146,0.0013774086575661397
0.8,147,0.001872716497553203
1.0,0,0.014904106272035237
1.0,1,0.012209995412548818
1.0,2,0.010206999813945987
1.0,3,0.015725912140301005
1.0,4,0.012588667893482085
1.0,5,0.041990968217603765
1.0,6,0.10974558204190513
1.0,7,0.09334607506408324
1.0,8,0.0542929871838431
1.0,9,0.07443764840565352
1.0,10,0.06096418763209008
1.0,11,0.0022739839754218278
1.0,12,0.10284936728809609
1.0,13,0.11303829098411246
1.0,14,0.2037367496255739
1.0,15,0.2773077830103492
1.0,16,0.2899511260153629
1.0,17,0.5414322339423567
1.0,18,0.9855181512369792
1.0,19,0.9777022548189538
1.0,20,0.9795019358332233
1.0,21,0.6113031822024254
1.0,22,0.0015178521616902231
1.0,23,0.0035055117805878567
1.0,24,0.001386463249459313
1.0,25,0.6173409557781204
1.0,26,0.926411562978751
1.0,27,0.9335804181478213
1.0,28,0.9124130181088981
1.0,29,0.018291466761415853
1.0,30,0.19195644069263307
1.0,31,0.07644149274084014
1.0,32,0.11323597244798812
1.0,33,0.06080138323910854
1.0,34,0.06097493593284844
1.0,35,0.8135837215070459
1.0,36,0.9787045739315248
1.0,37,0.9977832715939746
1.0,38,0.9999948750185025
1.0,39,0.9999979839799269
1.0,40,0.9999980011378528
1.0,41,0.999995514545729
1.0,42,0.9999126022583302
1.0,43,0.9999913495304567
1.0,44,0.999792209097869
1.0,45,0.9998675567492612
1.0,46,0.9999934287387355
1.0,47,0.9997559512831127
1.0,48,0.999799024004532
1.0,49,0.9999913437597171
1.0,50,0.9999416978060494
1.0,51,0.9999937766111126
1.0,52,0.9999153587666693
1.0,53,0.999991239594671
1.0,54,0.9997713032811137
1.0,55,0.9998054980944611
1.0,56,0.9999913270523882
1.0,57,0.9998904404827851
1.0,58,0.9998026449297541
1.0,59,0.9997009180704368
1.0,60,0.9998752261672972
1.0,61,0.9999971757310838
1.0,62,0.9999925138854395
1.0,63,0.9622479240507388
1.0,64,0.6578747038932407
1.0,65,0.00019919721613005455
1.0,66,1.2862923874640634e-06
1.0,67,2.2082029445494966e-13
1.0,68,1.6439396329006294e-13
1.0,69,0.6569466595347584
1.0,70,0.9633764519171437
1.0,71,0.9999925101106998
1.0,72,0.9999971904732203
1.0,73,0.9998752010835159
1.0,74,0.9997009321931813
1.0,75,0.9998026449296573
1.0,76,0.9998904357986099
1.0,77,0.9999913317292134
1.0,78,0.9998054978626626
1.0,79,0.9997713035129391
1.0,80,0.9999912395946665
1.0,81,0.9999153587667295
1.0,82,0.9999937795517667
1.0,83,0.9999416930534664
1.0,84,0.9999913455716509
1.0,85,0.9997990310657486
1.0,86,0.9997559442218961
1.0,87,0.9999934399177247
1.0,88,0.9998675399333788
1.0,89,0.9997922053097692
1.0,90,0.9999913589555948
1.0,91,0.9999126022592854
1.0,92,0.9999955308596148
1.0,93,0.9999980177558156
1.0,94,0.9999980136661438
1.0,95,0.999993481925317
1.0,96,0.9976084248935777
1.0,97,0.9783310209312076
1.0,98,0.8124835550970869
1.0,99,0.0028958284640645494
1.0,100,0.0034449051367579616
1.0,101,0.003606658822672233
1.0,102,0.0031156216905300366
1.0,103,0.0004670354916577618
1.0,104,0.000347747119166714
1.0,105,0.0017973504444468655
1.0,106,0.00039753556274608624
1.0,107,0.00017262899287957806
1.0,108,0.0001794999259120016
1.0,109,0.0003494240798689725
1.0,110,8.845326038922414e-05
1.0,111,0.0004106985247362951
1.0,112,0.00305903846187573
1.0,113,0.003379624260682638
1.0,114,0.0008884444183991209
1.0,115,0.00011895353156797875
1.0,116,0.00018092714918405096
1.0,117,0.0003925668312728185
1.0,118,0.0010007036071483545
1.0,119,0.0007482375122920746
1.0,120,0.0002110963347982421
1.0,121,0.00045178243319582596
1.0,122,0.0002182774982803863
1.0,123,0.0001613532711886812
1.0,124,0.2196175354913396
1.0,125,0.22701265353542782
1.0,126,0.22010432982439285
1.0,127,0.18946635543899992
1.0,128,0.0022173395109690826
1.0,129,0.000811439414822968
1.0,130,0.0019174846419755943
1.0,131,0.0006836722085430552
1.0,132,0.0008654639855110566
1.0,133,0.019689558468629978
1.0,134,0.03895409936863084
1.0,135,0.14490711879294177
1.0,136,0.12009055093520346
1.0,137,0.039092203308927466
1.0,138,0.06808479383807031
1.0,139,0.11162885636478709
1.0,140,0.0019894807264973003
1.0,141,0.006208713754745414
1.0,142,0.10692365480838016
1.0,143,0.03951861158952914
1.0,144,0.007287472862157597
1.0,145,0.012018462443314816
1.0,146,0.0005312165731205591
1.0,147,0.0010826803684691063
